StoreNumber,WeekEnd,AcctPeriod,AcctWeek,AcctYear
Groceries                ,1037,Salad Oil                                         ,GAL                      ,3.28,$4.46,$14.64,Groceries                ,$3106.17
Groceries                ,3753,"Salsa, Pico De Gallo                              ",CONT                     ,0.00,$8.04,$0.00,Groceries                ,$3106.17
Groceries                ,18313,"Salt Grinders,  McCormik, 36/1.2 oz               ",Each                     ,18.00,$1.04,$18.72,Groceries                ,$3106.17
Groceries                ,18622,"Sauce Ancho Chipotle, 2/1 gallon                  ",Each                     ,0.00,$12.93,$0.00,Groceries                ,$3106.17
Groceries                ,1057,Season Oil                                        ,TUB                      ,2.76,$5.69,$15.68,Groceries                ,$3106.17
Groceries                ,1060,Season Salt 5#                                    ,BAG                      ,11.55,$6.37,$73.58,Groceries                ,$3106.17
Groceries                ,2616,Seasoned Flour                                    ,BAG                      ,8.50,$13.06,$111.01,Groceries                ,$3106.17
Groceries                ,3448,Seasoning BBQ Rib Rub                             ,BAG                      ,23.19,$1.81,$41.97,Groceries                ,$3106.17
Groceries                ,1062,"Seasoning, Cajun Magic 24 oz.                     ",PACK                     ,9.40,$6.94,$65.26,Groceries                ,$3106.17
Groceries                ,16758,"Seasoning, Chow Chow 6/1#                         ",Bag                      ,0.00,$2.61,$0.00,Groceries                ,$3106.17
Groceries                ,1130,"Seasoning, Louissiana Sirloin                     ",LB                       ,17.01,$2.53,$43.04,Groceries                ,$3106.17
Groceries                ,13500,"Seasoning, Signature Prime Rib, 6/3# bags         ",LB                       ,2.35,$2.25,$5.28,Groceries                ,$3106.17
Groceries                ,17326,"Seasoning, Steak, 5/1# bags                       ",Bag                      ,8.00,$2.40,$19.20,Groceries                ,$3106.17
Groceries                ,9711,Special Herb Seasoning                            ,Bag                      ,7.25,$6.20,$44.92,Groceries                ,$3106.17
Groceries                ,12776,"Spice, 12-Pepper Seasoning                        ",CONT                     ,6.20,$12.45,$77.19,Groceries                ,$3106.17
Groceries                ,20047,"Spice, Black Pepper, table, 16 oz.                ",CONT                     ,1.17,$14.82,$17.29,Groceries                ,$3106.17
Groceries                ,10830,"Spice, Cinnamon, ground, 18 oz.                   ",JAR                      ,0.71,$11.78,$8.41,Groceries                ,$3106.17
Groceries                ,1181,"Spice, Garlic Powder                              ",BAG                      ,0.02,$4.92,$0.09,Groceries                ,$3106.17
Groceries                ,1176,"Spice, Pepper Lemon, 1# bags                      ",Bag                      ,1.00,$4.47,$4.47,Groceries                ,$3106.17
Groceries                ,1178,"Spice, Pepper White, 18 oz.                       ",JAR                      ,0.00,$7.64,$0.00,Groceries                ,$3106.17
Groceries                ,1066,"Spinach, Chopped, 12/3#                           ",BOX                      ,13.90,$2.24,$31.14,Groceries                ,$3106.17
Groceries                ,2320,"Sryup, Hershey's Chocolate 24 oz                  ",EA                       ,11.00,$2.25,$24.75,Groceries                ,$3106.17
Groceries                ,1049,"Sugar, Bulk 50#                                   ",BAG                      ,1.86,$30.37,$56.37,Groceries                ,$3106.17
Groceries                ,14920,"Sugar, Course White, pounds                       ",Pounds                   ,35.50,$1.63,$57.87,Groceries                ,$3106.17
Groceries                ,1163,"Sugar, Dark Brown, 24 ct.                         ",BOX                      ,30.38,$0.98,$29.77,Groceries                ,$3106.17
Groceries                ,1096,"Sugar, Powdered                                   ",BOX                      ,0.00,$3.30,$0.00,Groceries                ,$3106.17
Groceries                ,5573,"Sweet Potato Fries, 6/2.5#                        ",Case                     ,2.00,$22.70,$45.40,Groceries                ,$3106.17
Groceries                ,1050,"Syrup, Pancake                                    ",GAL                      ,0.00,$9.22,$0.00,Groceries                ,$3106.17
Groceries                ,15261,"Tomato Basil Soup, 8/5# bags                      ",Bag                      ,0.00,$6.69,$0.00,Groceries                ,$3106.17
Groceries                ,1069,Tortilla Chips                                    ,CASE                     ,1.40,$16.82,$23.55,Groceries                ,$3106.17
Groceries                ,11752,"Tortilla Strips, 15# case                         ",Case                     ,0.40,$24.00,$9.60,Groceries                ,$3106.17
Groceries                ,16650,"Vanilla Extract, 16 oz.                           ",CONT                     ,0.00,$34.42,$0.00,Groceries                ,$3106.17
Groceries                ,1117,"Vinegar, Apple Cider, 4/1 gallon                  ",GAL                      ,0.00,$6.26,$0.00,Groceries                ,$3106.17
Groceries                ,1035,"Vinegar, Red Wine, 4/1 gallon                     ",GAL                      ,0.40,$8.68,$3.47,Groceries                ,$3106.17
Groceries                ,1653,"Waffle Mix, 8 bags per case                       ",Bag                      ,0.00,$10.00,$0.00,Groceries                ,$3106.17
Liquor                   ,6616,"Amaretto Di Saronno, ounces                       ",ounces                   ,43.92,$0.96,$42.16,Liquor                   ,$2225.70
Liquor                   ,6952,"Bacardi, ounces                                   ",ounces                   ,70.95,$0.54,$38.31,Liquor                   ,$2225.70
Liquor                   ,6623,"Bailey's Irish Cream, ounces                      ",ounces                   ,70.95,$1.03,$73.07,Liquor                   ,$2225.70
Liquor                   ,6819,"Beefeater, ounces                                 ",ounces                   ,3.38,$0.74,$2.50,Liquor                   ,$2225.70
Liquor                   ,20973,"Blue Chair Bay Coconut Spiced Rum, ounces         ",ounces                   ,121.62,$0.54,$65.68,Liquor                   ,$2225.70
Liquor                   ,7106,"Bombay Saphire, ounces                            ",ounces                   ,67.57,$0.89,$60.14,Liquor                   ,$2225.70
Liquor                   ,6966,"Captain Morgans, ounces                           ",ounces                   ,37.16,$0.63,$23.41,Liquor                   ,$2225.70
Liquor                   ,8408,"Chambord, ounces                                  ",ounces                   ,38.07,$1.14,$43.40,Liquor                   ,$2225.70
Liquor                   ,6658,"Cordial, Banana, ounces                           ",ounces                   ,43.92,$0.39,$17.13,Liquor                   ,$2225.70
Liquor                   ,6672,"Cordial, Cacao Dark, ounces                       ",ounces                   ,16.89,$0.33,$5.57,Liquor                   ,$2225.70
Liquor                   ,6665,"Cordial, Cacao Light, ounces                      ",ounces                   ,81.08,$0.39,$31.62,Liquor                   ,$2225.70
Liquor                   ,6651,"Cordial, Curacao, Blue, ounces                    ",ounces                   ,27.03,$0.39,$10.54,Liquor                   ,$2225.70
Liquor                   ,6861,"Crown Royal, ounces                               ",ounces                   ,94.59,$1.09,$103.11,Liquor                   ,$2225.70
Liquor                   ,21021,"Cruzan Aged White Rum, ounces                     ",ounces                   ,76.14,$0.69,$52.54,Liquor                   ,$2225.70
Liquor                   ,20966,"Deep Eddy Lemon Vodka, ounces                     ",ounces                   ,64.19,$0.66,$42.36,Liquor                   ,$2225.70
Liquor                   ,18120,"Deep Eddy Peach Vodka, ounces                     ",ounces                   ,43.92,$0.60,$26.35,Liquor                   ,$2225.70
Liquor                   ,6924,"Dewars, ounces                                    ",ounces                   ,0.00,$0.93,$0.00,Liquor                   ,$2225.70
Liquor                   ,6693,"Drambuie, ounces                                  ",ounces                   ,47.30,$1.19,$56.28,Liquor                   ,$2225.70
Liquor                   ,15493,"El Jimador Blanco, ounces                         ",ounces                   ,16.89,$0.67,$11.32,Liquor                   ,$2225.70
Liquor                   ,15098,"Fireball Cinnamon Whiskey, ounces                 ",ounces                   ,0.00,$0.49,$0.00,Liquor                   ,$2225.70
Liquor                   ,8399,"Frangelico, ounces                                ",ounces                   ,37.16,$0.98,$36.42,Liquor                   ,$2225.70
Liquor                   ,6931,"Glenlivet 12 yr, ounces                           ",ounces                   ,37.16,$1.52,$56.49,Liquor                   ,$2225.70
Liquor                   ,6707,"Grand Marnier, ounces                             ",ounces                   ,30.41,$1.26,$38.31,Liquor                   ,$2225.70
Liquor                   ,7274,"Grey Goose Vodka, ounces                          ",ounces                   ,67.57,$1.13,$76.35,Liquor                   ,$2225.70
Liquor                   ,7071,"Hennessy, ounces                                  ",ounces                   ,20.27,$1.44,$29.19,Liquor                   ,$2225.70
Liquor                   ,6938,"J & B, ounces                                     ",ounces                   ,50.68,$0.78,$39.53,Liquor                   ,$2225.70
Liquor                   ,6868,"Jack Daniels, ounces                              ",ounces                   ,131.76,$0.90,$118.58,Liquor                   ,$2225.70
Liquor                   ,9548,"Jagermiester, ounces                              ",ounces                   ,64.19,$0.87,$55.84,Liquor                   ,$2225.70
Liquor                   ,7008,"Jameson, ounces                                   ",ounces                   ,59.12,$0.84,$49.66,Liquor                   ,$2225.70
Liquor                   ,6875,"Jim Beam, ounces                                  ",ounces                   ,70.95,$0.52,$36.89,Liquor                   ,$2225.70
Liquor                   ,6945,"Johnny Walker Black, ounces                       ",ounces                   ,23.65,$1.34,$31.69,Liquor                   ,$2225.70
Liquor                   ,6728,"Kahlua, ounces                                    ",ounces                   ,60.81,$0.84,$51.08,Liquor                   ,$2225.70
Liquor                   ,7176,"Ketel One Vodka, ounces                           ",ounces                   ,81.08,$0.85,$68.92,Liquor                   ,$2225.70
Liquor                   ,7631,"Knob Creek, ounces                                ",ounces                   ,64.19,$1.10,$70.61,Liquor                   ,$2225.70
Liquor                   ,6882,"Makers Mark, ounces                               ",ounces                   ,10.14,$0.91,$9.22,Liquor                   ,$2225.70
Liquor                   ,9624,"Malibu Mango Rum, ounces                          ",ounces                   ,57.43,$0.59,$33.89,Liquor                   ,$2225.70
Liquor                   ,6973,"Malibu Rum, ounces                                ",ounces                   ,47.30,$0.62,$29.32,Liquor                   ,$2225.70
Liquor                   ,6756,"Midori, ounces                                    ",ounces                   ,37.16,$0.74,$27.50,Liquor                   ,$2225.70
Liquor                   ,21012,"New Amsterdam Gin, ounces                         ",ounces                   ,81.08,$0.31,$25.14,Liquor                   ,$2225.70
Liquor                   ,21003,"New Amsterdam Vodka, ounces                       ",ounces                   ,70.95,$0.50,$35.47,Liquor                   ,$2225.70
Liquor                   ,8366,"Patron Silver, ounces                             ",ounces                   ,30.41,$1.67,$50.78,Liquor                   ,$2225.70
Liquor                   ,16454,"Sailor Jerry, ounces                              ",ounces                   ,33.78,$0.67,$22.64,Liquor                   ,$2225.70
Liquor                   ,8389,"Schnaaps, Cinnamon, ounces                        ",ounces                   ,13.51,$0.20,$2.70,Liquor                   ,$2225.70
Liquor                   ,7120,"Schnapps, Butterscotch, ounces                    ",ounces                   ,30.41,$0.30,$9.12,Liquor                   ,$2225.70
Liquor                   ,6763,"Schnapps, Peach, ounces                           ",ounces                   ,57.43,$0.39,$22.40,Liquor                   ,$2225.70
Liquor                   ,6770,"Schnapps, Peppermint, ounces                      ",ounces                   ,27.03,$0.44,$11.89,Liquor                   ,$2225.70
Liquor                   ,7218,"Schnapps, Pucker Sour Apple, ounces               ",ounces                   ,40.54,$0.39,$15.81,Liquor                   ,$2225.70
Liquor                   ,7225,"Seagrams  VO, ounces                              ",ounces                   ,67.57,$0.60,$40.54,Liquor                   ,$2225.70
Liquor                   ,7043,"Southern Comfort, ounces                          ",ounces                   ,0.00,$0.67,$0.00,Liquor                   ,$2225.70
Liquor                   ,6798,"Stoli Vodka, ounces                               ",ounces                   ,0.00,$0.77,$0.00,Liquor                   ,$2225.70
Liquor                   ,6833,"Tanqueray, ounces                                 ",ounces                   ,33.78,$0.91,$30.74,Liquor                   ,$2225.70
Liquor                   ,17129,"Tito's, Vodka, ounces                             ",ounces                   ,148.65,$0.76,$112.97,Liquor                   ,$2225.70
Liquor                   ,8931,"Vermouth, Dry, ounces                             ",ounces                   ,43.92,$0.33,$14.49,Liquor                   ,$2225.70
Liquor                   ,9046,"Vermouth, Sweet, ounces                           ",ounces                   ,27.03,$0.29,$7.84,Liquor                   ,$2225.70
Liquor                   ,6840,"Well, Bourbon, ounces                             ",ounces                   ,104.73,$0.28,$29.32,Liquor                   ,$2225.70
Liquor                   ,6644,"Well, Brandy, ounces (E & J)                      ",ounces                   ,67.57,$0.39,$26.35,Liquor                   ,$2225.70
Liquor                   ,6721,"Well, Gin, ounces                                 ",ounces                   ,97.97,$0.23,$22.53,Liquor                   ,$2225.70
Liquor                   ,6700,"Well, Rum, ounces                                 ",ounces                   ,84.46,$0.23,$19.43,Liquor                   ,$2225.70
Liquor                   ,6910,"Well, Scotch, ounces                              ",ounces                   ,91.22,$0.31,$28.28,Liquor                   ,$2225.70
Liquor                   ,6994,"Well, Tequila, (sauza), ounces                    ",ounces                   ,0.00,$0.76,$0.00,Liquor                   ,$2225.70
Liquor                   ,6714,"Well, Vodka, ounces                               ",ounces                   ,136.82,$0.22,$30.10,Liquor                   ,$2225.70
Liquor                   ,6896,"Wild Turkey, ounces                               ",ounces                   ,54.05,$0.96,$51.89,Liquor                   ,$2225.70
Liquor                   ,7393,"Woodford Reserve, ounces                          ",ounces                   ,40.54,$1.24,$50.27,Liquor                   ,$2225.70
Meat                     ,17327,"Baby Back Ribs, Domestic, POUND                   ",Pounds                   ,182.63,$3.33,$608.14,Meat                     ,$4866.56
Meat                     ,17332,"Bacon, 14/18 ct. 15# cs                           ",LB                       ,34.00,$2.26,$76.84,Meat                     ,$4866.56
Meat                     ,1005,"Bacon, Bits, 2/5#                                 ",LB                       ,37.50,$4.26,$159.75,Meat                     ,$4866.56
Meat                     ,4768,"Corn Dog, mini                                    ",CASE                     ,1.50,$31.52,$47.28,Meat                     ,$4866.56
Meat                     ,11077,"Filet, 7 oz.                                      ",Each                     ,48.00,$7.96,$382.08,Meat                     ,$4866.56
Meat                     ,3280,"Hamburger Patty, 7 oz. 48 ct.                     ",EA                       ,144.29,$1.09,$157.28,Meat                     ,$4866.56
Meat                     ,1000,"Prime Rib, Lip on                                 ",LB                       ,289.54,$5.80,$1679.30,Meat                     ,$4866.56
Meat                     ,1002,"Ribeye, bone-in 14 oz. 16 ct.                     ",EA                       ,41.00,$11.61,$476.01,Meat                     ,$4866.56
Meat                     ,15414,"Roast Beef, Sliced, 16/2#                         ",PACK                     ,3.53,$11.39,$40.18,Meat                     ,$4866.56
Meat                     ,15678,"Sausage, spicy, 12/1#                             ",Pounds                   ,0.00,$2.77,$0.00,Meat                     ,$4866.56
Meat                     ,3508,"Sirloin, 12 oz. 6/4 ct.                           ",EA                       ,81.00,$5.40,$437.40,Meat                     ,$4866.56
Meat                     ,14156,"Sirloin, 6 oz. 8/6 ct.                            ",Each                     ,263.00,$2.70,$710.10,Meat                     ,$4866.56
Meat                     ,15863,"Whole Ham, small                                  ",Pounds                   ,33.65,$2.74,$92.20,Meat                     ,$4866.56
Non-Alcholic             ,1164,"Cocoa, Instant                                    ",BOX                      ,0.30,$11.00,$3.30,Non-Alcholic             ,$1816.73
Non-Alcholic             ,1072,"Coffee, Royal Cup, 128/2.5 oz.                    ",CASE                     ,1.03,$64.40,$66.33,Non-Alcholic             ,$1816.73
Non-Alcholic             ,1073,"Coffee, Royal Cup, Decaf, 42/2.5 oz.              ",CASE                     ,1.09,$22.77,$24.82,Non-Alcholic             ,$1816.73
Non-Alcholic             ,1654,Fresh Strawberries                                ,QT                       ,13.00,$4.37,$56.81,Non-Alcholic             ,$1816.73
Non-Alcholic             ,2664,Ginger Ale                                        ,EA                       ,27.00,$0.74,$19.98,Non-Alcholic             ,$1816.73
Non-Alcholic             ,18677,"Juice, Apple, 4/128 oz.                           ",CONT                     ,2.00,$4.21,$8.42,Non-Alcholic             ,$1816.73
Non-Alcholic             ,1081,"Juice, Orange                                     ",GAL                      ,5.00,$9.75,$48.75,Non-Alcholic             ,$1816.73
Non-Alcholic             ,14197,"Lemon Juice, Sun Orchard, 6/64 oz.                ",CONT                     ,13.70,$5.40,$73.98,Non-Alcholic             ,$1816.73
Non-Alcholic             ,1169,"Lemons, 200 ct.                                   ",CASE                     ,2.10,$29.98,$63.00,Non-Alcholic             ,$1816.73
Non-Alcholic             ,4957,"Monin Raspberry O'Free, 64oz                      ",Bottle                   ,5.70,$10.18,$58.03,Non-Alcholic             ,$1816.73
Non-Alcholic             ,20283,"Monin, Blackberry Puree, 4/1 liter                ",Liter                    ,2.00,$10.51,$21.02,Non-Alcholic             ,$1816.73
Non-Alcholic             ,20281,"Monin, Peach Puree, 4/1 liter                     ",Liter                    ,7.00,$8.66,$60.62,Non-Alcholic             ,$1816.73
Non-Alcholic             ,20282,"Monin, Strawberry Puree, 4/1 liter                ",Liter                    ,2.00,$8.68,$17.36,Non-Alcholic             ,$1816.73
Non-Alcholic             ,3489,"OC Water, bottled                                 ",Bottle                   ,25.00,$0.33,$8.25,Non-Alcholic             ,$1816.73
Non-Alcholic             ,21489,"QF - Syrup, Coke Zero, 2.5 Gal                    ",Box                      ,2.19,$44.79,$98.09,Non-Alcholic             ,$1816.73
Non-Alcholic             ,21486,"QF - Syrup, Coke, 5 Gal                           ",Box                      ,1.22,$85.90,$104.80,Non-Alcholic             ,$1816.73
Non-Alcholic             ,21487,"QF - Syrup, Diet Coke, 5 Gal                      ",Box                      ,3.46,$85.90,$297.21,Non-Alcholic             ,$1816.73
Non-Alcholic             ,2665,"QF - Syrup, Dr Pepper 5GL                         ",BOX                      ,1.20,$85.90,$103.08,Non-Alcholic             ,$1816.73
Non-Alcholic             ,21492,"QF - Syrup, Hi-C, 2.5 Gal                         ",Box                      ,3.11,$44.79,$139.30,Non-Alcholic             ,$1816.73
Non-Alcholic             ,21491,"QF - Syrup, Mello Yellow, 5 Gal                   ",Box                      ,2.62,$82.61,$216.44,Non-Alcholic             ,$1816.73
Non-Alcholic             ,21490,"QF - Syrup, MM Lemonade, 5 Gal                    ",Box                      ,0.60,$82.61,$49.57,Non-Alcholic             ,$1816.73
Non-Alcholic             ,21488,"QF - Syrup, Sprite, 5 Gal                         ",Box                      ,1.20,$85.90,$103.08,Non-Alcholic             ,$1816.73
Non-Alcholic             ,16499,"Rootbeer, Diet IBC                                ",Bottle                   ,2.00,$0.73,$1.46,Non-Alcholic             ,$1816.73
Non-Alcholic             ,1128,"Rootbeer, IBC                                     ",Bottle                   ,6.00,$0.73,$4.38,Non-Alcholic             ,$1816.73
Non-Alcholic             ,1071,"Tea, Iced, 32/3 oz.                               ",CASE                     ,4.68,$23.32,$109.14,Non-Alcholic             ,$1816.73
Non-Alcholic             ,2656,"Tonic Water, 24/10 oz.                            ",Bottle                   ,20.00,$0.53,$10.60,Non-Alcholic             ,$1816.73
Non-Alcholic             ,16005,"Twinning, Earl Grey, 6/50ct                       ",Box                      ,2.00,$4.35,$8.70,Non-Alcholic             ,$1816.73
Non-Alcholic             ,16009,"Twinning, English Break Decaf, 6/25ct             ",Box                      ,2.00,$2.80,$5.60,Non-Alcholic             ,$1816.73
Non-Alcholic             ,16007,"Twinning, English Breakfast Regular, 6/50ct       ",Box                      ,4.40,$4.37,$19.23,Non-Alcholic             ,$1816.73
Non-Alcholic             ,16003,"Twinnings, Green Tea, 6/50ct                      ",Box                      ,3.70,$4.16,$15.39,Non-Alcholic             ,$1816.73
Poultry                  ,4834,"5 oz. Chicken Breast, pound                       ",Pounds                   ,64.00,$2.45,$156.80,Poultry                  ,$915.41
Poultry                  ,1014,"Chicken, Tenders, pound                           ",LB                       ,306.00,$2.02,$618.12,Poultry                  ,$915.41
Poultry                  ,14084,"Random Chicken Breast Splits, 8/5# bags           ",Pounds                   ,73.58,$1.23,$90.51,Poultry                  ,$915.41
Poultry                  ,4934,"Turkey, sliced, 12/16 oz.                         ",Pounds                   ,17.00,$2.94,$49.98,Poultry                  ,$915.41
Produce                  ,5680,"Asparagus, 11# case                               ",BUNCH                    ,17.76,$2.42,$42.97,Produce                  ,$561.86
Produce                  ,10100,"Basil, fresh                                      ",Pounds                   ,0.25,$21.40,$5.35,Produce                  ,$561.86
Produce                  ,3265,"Broccoli Florets, 3 pound  bags                   ",BAG                      ,0.00,$4.69,$0.00,Produce                  ,$561.86
Produce                  ,17361,"Cabbage, Red, Shred                               ",Pounds                   ,8.33,$1.31,$10.91,Produce                  ,$561.86
Produce                  ,17046,"Carrots, baby (mini), pound                       ",Pounds                   ,1.50,$1.23,$1.85,Produce                  ,$561.86
Produce                  ,5317,"Carrots, shredded, POUND                          ",Pounds                   ,8.78,$1.19,$10.45,Produce                  ,$561.86
Produce                  ,1479,Celery                                            ,BUNCH                    ,6.00,$1.55,$9.30,Produce                  ,$561.86
Produce                  ,13720,"Cilantro, fresh, bunch                            ",BUNCH                    ,11.15,$0.82,$9.14,Produce                  ,$561.86
Produce                  ,2537,"Cole Slaw Mix, 5# bag                             ",BAG                      ,6.50,$4.00,$26.00,Produce                  ,$561.86
Produce                  ,16823,"Corn, IQF, 12/2.5# bags                           ",Bag                      ,0.00,$2.23,$0.00,Produce                  ,$561.86
Produce                  ,5157,"Cucumbers, 18/20# case                            ",Pounds                   ,18.00,$0.76,$13.68,Produce                  ,$561.86
Produce                  ,21258,"Garlic, chopped in water                          ",CONT                     ,0.00,$7.41,$0.00,Produce                  ,$561.86
Produce                  ,17187,"Green Onions, 2# bag                              ",Pounds                   ,9.00,$2.98,$26.82,Produce                  ,$561.86
Produce                  ,14877,"Lettuce, Iceberg, head                            ",Head                     ,57.87,$0.98,$56.71,Produce                  ,$561.86
Produce                  ,1489,"Lettuce, Romaine                                  ",HEAD                     ,36.93,$1.02,$37.67,Produce                  ,$561.86
Produce                  ,9976,"Mushrooms, pound                                  ",Pounds                   ,10.40,$2.65,$27.57,Produce                  ,$561.86
Produce                  ,5164,"Onions, Red                                       ",Pounds                   ,29.03,$0.56,$16.26,Produce                  ,$561.86
Produce                  ,5159,"Onions, Yellow                                    ",Pounds                   ,22.05,$0.33,$7.28,Produce                  ,$561.86
Produce                  ,1488,"Peppers, Green                                    ",LB                       ,12.47,$0.89,$11.09,Produce                  ,$561.86
Produce                  ,10879,"Peppers, Jalapenos, fresh                         ",Pounds                   ,2.53,$2.84,$7.19,Produce                  ,$561.86
Produce                  ,1637,"Peppers, Red                                      ",LB                       ,20.15,$1.13,$22.77,Produce                  ,$561.86
Produce                  ,15794,"Pineapple, fresh                                  ",Each                     ,0.00,$4.58,$0.00,Produce                  ,$561.86
Produce                  ,3302,"Potatoes, 80 Ct                                   ",CASE                     ,6.88,$17.96,$123.64,Produce                  ,$561.86
Produce                  ,17331,"Tomatoes, 4x5                                     ",Case                     ,1.00,$30.55,$30.55,Produce                  ,$561.86
Produce                  ,1626,"Tomatoes, Roma                                    ",CASE                     ,2.40,$26.90,$64.67,Produce                  ,$561.86
Seafood                  ,15639,"Catfish, frozen, raw, 15# cs.                     ",Pounds                   ,7.00,$4.98,$34.86,Seafood                  ,$717.76
Seafood                  ,16822,"Crab Cake, 2/12 ct                                ",Each                     ,0.00,$2.81,$0.00,Seafood                  ,$717.76
Seafood                  ,18167,"Crab Stuffed Shells, 3/35 ct.                     ",Each                     ,172.00,$0.48,$82.56,Seafood                  ,$717.76
Seafood                  ,17091,"Fish, Cod                                         ",Pounds                   ,35.50,$4.57,$162.24,Seafood                  ,$717.76
Seafood                  ,2811,"Fish, Salmon                                      ",LB                       ,17.86,$5.31,$94.85,Seafood                  ,$717.76
Seafood                  ,10408,"Fish, Tilapia                                     ",Pounds                   ,36.00,$3.43,$123.48,Seafood                  ,$717.76
Seafood                  ,15655,"Shrimp, 41/50 ct.                                 ",LB                       ,17.00,$4.24,$72.08,Seafood                  ,$717.76
Seafood                  ,16885,"Shrimp, Buttermilk Breaded, 10/2#                 ",LB                       ,27.00,$5.47,$147.69,Seafood                  ,$717.76
Seafood                  ,3285,"Shrimp, Popcorn, 4 oz. bags                       ",LB                       ,0.00,$4.06,$0.00,Seafood                  ,$717.76
Wine                     ,7807,"Beringer White Zinfindel, ounces                  ",ounces                   ,114.21,$0.18,$20.56,Wine                     ,$510.00
Wine                     ,18258,"Beso De Sol, 3 liter box, ounces                  ",ounces                   ,131.31,$0.15,$19.70,Wine                     ,$510.00
Wine                     ,15922,"Cupcake Prosecco, ounces                          ",ounces                   ,269.04,$0.35,$94.16,Wine                     ,$510.00
Wine                     ,21697,"EOS Cabernet Sauvignon, ounces                    ",ounces                   ,492.39,$0.24,$118.17,Wine                     ,$510.00
Wine                     ,21690,"EOS Pinot Grigio, ounces                          ",ounces                   ,274.11,$0.24,$65.79,Wine                     ,$510.00
Wine                     ,21519,"Guenoc Chardonnay, ounces                         ",ounces                   ,428.93,$0.23,$98.65,Wine                     ,$510.00
Wine                     ,18269,"Josh Cellars Cabernet Sauvignon, ounces           ",ounces                   ,0.00,$0.37,$0.00,Wine                     ,$510.00
Wine                     ,17234,"Mark West Pinot Noir, ounces                      ",ounces                   ,0.00,$0.32,$0.00,Wine                     ,$510.00
Wine                     ,21039,"Proveb Merlot, ounces                             ",ounces                   ,0.00,$0.19,$0.00,Wine                     ,$510.00
Wine                     ,21679,"Rickshaw Pinot Nior, ounces                       ",ounces                   ,251.27,$0.37,$92.97,Wine                     ,$510.00

